order_number,order_date,total_amount,vendor,destination_dc_code
PO-2023-003053,2023-10-24,629688.89,Lenovo,DC-IE001
PO-2023-003054,2023-10-14,1224420.28,Dell Technologies,DC-US001
PO-2023-003055,2023-11-06,60557.87,Juniper Networks,DC-UK001
PO-2023-003056,2023-08-26,120336.89,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003057,2023-12-20,1183903.04,Dell Technologies,DC-IE001
PO-2023-003058,2023-04-23,1443597.5,Cisco Systems,DC-FR001
PO-2023-003059,2023-11-17,570103.47,Dell Technologies,DC-UK001
PO-2023-003060,2023-08-23,208.82,Lenovo,DC-BR001
PO-2023-003061,2023-12-23,349128.57,Cisco Systems,DC-BR001
PO-2023-003062,2023-06-09,288384.62,Super Micro Computer,DC-NL002
PO-2023-003063,2023-08-10,49067.85,Lenovo,DC-JP001
PO-2023-003064,2023-02-13,135390.84,Lenovo,DC-DE001
PO-2023-003065,2023-08-04,3192.6,IBM,DC-NL004
PO-2023-003066,2023-11-07,508.41,Cisco Systems,DC-NL002
PO-2023-003067,2023-10-17,333901.49,Cisco Systems,DC-US001
PO-2023-003068,2023-12-16,1275165.8,Dell Technologies,DC-IE001
PO-2023-003069,2023-12-04,1166417.09,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-003070,2023-02-07,330273.32,Dell Technologies,DC-CA001
PO-2023-003071,2023-07-07,189389.31,HPE (Hewlett Packard Enterprise),DC-FR001
PO-2023-003072,2023-09-28,525295.78,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-003073,2023-07-20,718832.94,Dell Technologies,DC-US008
PO-2023-003074,2023-01-11,69483.81,Juniper Networks,DC-AU001
PO-2023-003075,2023-08-19,966.11,Schneider Electric,DC-IN001
PO-2023-003076,2023-10-08,90320.93,Cisco Systems,DC-JP001
PO-2023-003077,2023-12-01,58216.68,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-003078,2023-12-07,426056.41,Cisco Systems,DC-NL004
PO-2023-003079,2023-01-16,12283.05,HPE (Hewlett Packard Enterprise),DC-US017
PO-2023-003080,2023-08-04,635704.81,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-003081,2023-01-17,442584.66,Super Micro Computer,DC-NL004
PO-2023-003082,2023-05-19,1272793.28,Dell Technologies,DC-IN001
PO-2023-003083,2023-11-23,136572.56,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-003084,2023-08-25,55179.64,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-003085,2023-06-04,349617.53,Super Micro Computer,DC-US001
PO-2023-003086,2023-02-19,206373.28,Dell Technologies,DC-US003
PO-2023-003087,2023-10-06,13101.25,Cisco Systems,DC-AU003
PO-2023-003088,2023-07-12,574518.26,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-003089,2023-10-09,278750.61,Dell Technologies,DC-IE001
PO-2023-003090,2023-12-02,792898.32,Cisco Systems,DC-JP001
PO-2023-003091,2023-12-01,370425.2,Dell Technologies,DC-AU002
PO-2023-003092,2023-06-22,1641238.57,Cisco Systems,DC-CA001
PO-2023-003093,2023-09-14,772190.55,Dell Technologies,DC-DE001
PO-2023-003094,2023-10-02,362524.56,Cisco Systems,DC-IE005
PO-2023-003095,2023-12-05,364386.39,Cisco Systems,DC-NL001
PO-2023-003096,2023-05-23,46683.43,Schneider Electric,DC-US002
PO-2023-003097,2023-05-27,104348.03,Dell Technologies,DC-NL001
PO-2023-003098,2023-09-12,166997.16,Lenovo,DC-US002
PO-2023-003099,2023-06-20,673784.56,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002646,2023-09-17,210174.34,Lenovo,DC-US003
PO-2023-003101,2023-10-09,5747.95,Cisco Systems,DC-UK001
PO-2023-003102,2023-11-12,72310.16,Cisco Systems,DC-JP001
PO-2023-003103,2023-11-08,193662.42,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-003104,2023-05-14,15659.67,IBM,DC-US010
PO-2023-003105,2023-10-25,249441.05,Dell Technologies,DC-NL001
PO-2023-003106,2023-11-24,177073.66,Dell Technologies,DC-BR001
PO-2023-003107,2023-11-03,145273.01,Dell Technologies,DC-CA001
PO-2023-003108,2023-10-16,2854730.18,Dell Technologies,DC-NL001
PO-2023-003109,2023-10-10,1165572.76,Dell Technologies,DC-US008
PO-2023-003110,2023-11-25,188366.35,Cisco Systems,DC-JP001
PO-2023-003111,2023-06-26,406624.5,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003112,2023-12-20,117336.52,Cisco Systems,DC-US003
PO-2023-003113,2023-12-07,198622.33,HPE (Hewlett Packard Enterprise),DC-DE002
PO-2023-003114,2023-09-17,434344.34,Dell Technologies,DC-BR001
PO-2023-003115,2023-08-06,18718.59,Lenovo,DC-DE001
PO-2023-003116,2023-01-12,403474.83,Dell Technologies,DC-DE001
PO-2023-003117,2023-02-21,2241828.79,Cisco Systems,DC-JP001
PO-2023-003118,2023-08-24,487850.13,Super Micro Computer,DC-US001
PO-2023-003119,2023-07-27,16680.84,Cisco Systems,DC-UK001
PO-2023-003120,2023-09-11,431231.73,Cisco Systems,DC-JP001
PO-2023-003121,2023-10-12,1317391.89,HPE (Hewlett Packard Enterprise),DC-AU003
PO-2023-003122,2023-04-06,1078.73,Eaton Corporation,DC-US002
PO-2023-003123,2023-10-04,217266.92,Dell Technologies,DC-US002
PO-2023-000197,2023-11-20,3086986.59,Cisco Systems,DC-US001
PO-2023-003125,2023-10-17,212246.6,HPE (Hewlett Packard Enterprise),DC-US017
PO-2023-003126,2023-06-14,60.43,Lenovo,DC-US002
PO-2023-003127,2023-06-17,568107.52,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003128,2023-03-28,126855.73,Cisco Systems,DC-US003
PO-2023-003129,2023-02-23,869779.13,Cisco Systems,DC-US002
PO-2023-003130,2023-02-08,742325.55,Lenovo,DC-IE005
PO-2023-003131,2023-11-10,1250590.72,Supermicro,DC-US003
PO-2023-003132,2023-11-04,340013.95,Lenovo,DC-BR001
PO-2023-003133,2023-05-02,376095.32,Super Micro Computer,DC-IE001
PO-2023-003134,2023-05-10,27981.63,Vertiv,DC-US003
PO-2023-003135,2023-12-15,488586.21,Dell Technologies,DC-SG002
PO-2023-003136,2023-05-12,172230.68,Dell Technologies,DC-DE001
PO-2023-003137,2023-04-11,133040.58,Dell Technologies,DC-BR001
PO-2023-003138,2023-03-01,16654.95,Lenovo,DC-FR001
PO-2023-003139,2023-10-28,487342.89,Dell Technologies,DC-US003
PO-2023-003140,2023-12-19,1376839.75,Lenovo,DC-US007
PO-2023-003141,2023-11-28,273371.04,Lenovo,DC-SG002
PO-2023-003142,2023-01-13,2416.08,Cisco Systems,DC-US016
PO-2023-003143,2023-05-25,71533.61,IBM,DC-US003
PO-2023-003144,2023-11-18,1600274.0,Dell Technologies,DC-BR003
PO-2023-003145,2023-10-14,563747.94,Dell Technologies,DC-AU003
PO-2023-003146,2023-05-14,604464.56,Super Micro Computer,DC-FR001
PO-2023-003147,2023-10-11,1281276.36,HP Enterprise,DC-BR001
PO-2023-003148,2023-04-09,333583.67,Super Micro Computer,DC-US013
PO-2023-003149,2023-10-23,738403.95,Cisco Systems,DC-BR001
PO-2023-003150,2023-09-18,46981.49,IBM,DC-CA001
PO-2023-003151,2023-08-24,424232.85,Cisco Systems,DC-BR001
PO-2023-003152,2023-01-24,653146.94,Cisco Systems,DC-US001
PO-2023-003153,2023-10-21,201014.63,Lenovo,DC-US003
PO-2023-003154,2023-10-07,562094.24,Dell Technologies,DC-IE001
PO-2023-003155,2023-12-02,1054750.48,Cisco Systems,DC-IE003
PO-2023-002189,2023-02-20,4021.5,Juniper Networks,DC-IE001
PO-2023-003157,2023-01-25,203773.28,Dell Technologies,DC-DE002
PO-2023-003158,2023-12-01,798606.01,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-003159,2023-12-27,232939.66,Supermicro,DC-CA001
PO-2023-003160,2023-11-10,84923.38,Dell Technologies,DC-CA001
PO-2023-003161,2023-07-23,3760041.18,Dell Technologies,DC-US004
PO-2023-003162,2023-12-28,39187.42,Super Micro Computer,DC-AU002
PO-2023-003163,2023-09-26,20726.98,Lenovo,DC-BR001
PO-2023-003164,2023-09-27,7087.32,Schneider Electric,DC-DE001
PO-2023-003165,2023-12-05,735183.42,Cisco Systems,DC-US002
PO-2023-003166,2023-11-21,295.29,Lenovo,DC-IN002
PO-2023-003167,2023-10-13,122172.93,Lenovo,DC-JP002
PO-2023-003168,2023-02-19,972507.63,Cisco Systems,DC-UK001
PO-2023-003169,2023-02-25,2217.32,HP Enterprise,DC-UK001
PO-2023-003170,2023-12-12,3150234.01,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003171,2023-03-04,1970.78,Vertiv,DC-US001
PO-2023-003172,2023-03-25,1285995.09,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-003173,2023-05-04,219453.89,Lenovo,DC-UK002
PO-2023-003174,2023-02-27,246543.09,Dell Technologies,DC-US002
PO-2023-003175,2023-07-04,28289.87,Pure Storage,DC-NL002
PO-2023-003176,2023-03-03,551608.63,Cisco Systems,DC-CA001
PO-2023-003177,2023-05-06,1728157.97,Cisco Systems,DC-UK001
PO-2023-003178,2023-12-26,38122.32,Pure Storage,DC-IE005
PO-2023-003179,2023-01-19,116071.96,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003180,2023-12-06,86014.56,Arista Networks,DC-UK001
PO-2023-003181,2023-12-28,42948.31,Pure Storage,DC-US003
PO-2023-003442,2023-02-16,18533.92,Lenovo,DC-IN001
PO-2023-003183,2023-03-14,104290.01,Dell Technologies,DC-DE001
PO-2023-003184,2023-04-18,8906.46,NetApp,DC-NL001
PO-2023-003185,2023-06-19,209643.47,Dell Technologies,DC-US016
PO-2023-003186,2023-01-23,11711.3,Cisco Systems,DC-NL001
PO-2023-003187,2023-10-26,102667.67,Cisco Systems,DC-US003
PO-2023-003188,2023-03-16,131277.13,Lenovo,DC-JP001
PO-2023-003189,2023-12-02,117443.03,Dell Technologies,DC-BR001
PO-2023-003190,2023-04-25,119244.77,Cisco Systems,DC-DE001
PO-2023-003191,2023-05-03,328.12,Juniper Networks,DC-JP001
PO-2023-003192,2023-08-25,7011.44,Schneider Electric,DC-IE003
PO-2023-003193,2023-11-15,131996.55,Dell Technologies,DC-DE001
PO-2023-003194,2023-02-02,288275.41,Dell Technologies,DC-US002
PO-2023-003195,2023-07-11,86685.46,HPE (Hewlett Packard Enterprise),DC-UK002
PO-2023-003196,2023-11-07,2304037.12,HP Enterprise,DC-US003
PO-2023-003197,2023-11-05,416655.19,Dell Technologies,DC-BR001
PO-2023-003198,2023-12-26,3321908.37,HPE (Hewlett Packard Enterprise),DC-NL003
PO-2023-003199,2023-06-17,501170.75,Dell Technologies,DC-NL004
PO-2023-003200,2023-12-13,736393.21,Dell Technologies,DC-UK001
PO-2023-003201,2023-12-17,581623.59,Dell Technologies,DC-NL002
PO-2023-003202,2023-12-12,3926.57,Pure Storage,DC-UK001
PO-2023-003203,2023-11-24,26190.71,Cisco Systems,DC-JP001
PO-2023-003204,2023-07-09,22776.01,Dell Technologies,DC-UK002
PO-2023-003205,2023-02-10,263021.19,Lenovo,DC-BR002
PO-2023-003206,2023-12-24,263099.75,Cisco Systems,DC-AU001
PO-2023-003207,2023-11-11,402162.89,Dell Technologies,DC-BR001
PO-2023-003208,2023-02-05,171169.51,Cisco Systems,DC-US001
PO-2023-003209,2023-12-02,244639.88,HPE (Hewlett Packard Enterprise),DC-IE003
PO-2023-003210,2023-08-05,324350.14,Dell Technologies,DC-DE001
PO-2023-003211,2023-10-22,331408.51,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003212,2023-05-19,1551.16,Super Micro Computer,DC-FR001
PO-2023-003213,2023-08-19,86883.01,HPE (Hewlett Packard Enterprise),DC-BR004
PO-2023-003214,2023-01-27,285203.31,Dell Technologies,DC-IN001
PO-2023-003215,2023-01-25,52273.76,Cisco Systems,DC-US001
PO-2023-003216,2023-04-06,537129.94,Cisco Systems,DC-DE001
PO-2023-003217,2023-11-15,201613.6,HPE (Hewlett Packard Enterprise),DC-US005
PO-2023-003218,2023-12-24,374123.87,HPE (Hewlett Packard Enterprise),DC-IN002
PO-2023-003219,2023-12-26,78691.55,Pure Storage,DC-NL001
PO-2023-003220,2023-11-21,124119.11,HPE (Hewlett Packard Enterprise),DC-US011
PO-2023-003221,2023-04-08,2302.74,HPE (Hewlett Packard Enterprise),DC-BR004
PO-2023-003222,2023-08-08,899340.39,Cisco Systems,DC-IE001
PO-2023-003223,2023-09-24,646992.1,Super Micro Computer,DC-US001
PO-2023-003224,2023-06-26,155094.03,Dell Technologies,DC-BR001
PO-2023-003225,2023-08-03,14071.05,Cisco Systems,DC-US013
PO-2023-003226,2023-09-05,572545.91,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003227,2023-09-06,193198.77,Lenovo,DC-US003
PO-2023-003228,2023-05-19,224273.64,Cisco Systems,DC-IE001
PO-2023-003229,2023-12-16,479278.84,Dell Technologies,DC-BR003
PO-2023-003230,2023-08-23,565402.42,Dell Technologies,DC-IE006
PO-2023-003231,2023-06-26,9562.75,Eaton Corporation,DC-IE002
PO-2023-003232,2023-01-24,3224.53,Juniper Networks,DC-CA001
PO-2023-003233,2023-12-14,579687.86,Lenovo,DC-SG001
PO-2023-003234,2023-05-23,183599.7,Cisco Systems,DC-DE001
PO-2023-003235,2023-04-25,101539.15,Lenovo,DC-NL001
PO-2023-003236,2023-07-12,853907.06,Cisco Systems,DC-US017
PO-2023-003237,2023-06-24,39914.49,Schneider Electric,DC-NL001
PO-2023-003238,2023-11-23,154710.0,Dell Technologies,DC-US002
PO-2023-003239,2023-03-06,325904.22,Dell Technologies,DC-IN002
PO-2023-003240,2023-05-07,179479.52,Dell Technologies,DC-US001
PO-2023-003241,2023-11-01,50521.42,Cisco Systems,DC-CA001
PO-2023-003242,2023-10-25,1513002.24,HPE (Hewlett Packard Enterprise),DC-BR003
PO-2023-003243,2023-09-06,991429.59,Lenovo,DC-US003
PO-2023-003244,2023-01-17,174412.79,Lenovo,DC-IE001
PO-2023-003245,2023-10-09,148935.74,HPE (Hewlett Packard Enterprise),DC-NL004
PO-2023-003246,2023-08-16,254730.07,Cisco Systems,DC-IE005
PO-2023-003247,2023-07-11,197770.39,HPE (Hewlett Packard Enterprise),DC-IN001
PO-2023-003248,2023-12-20,923271.13,Dell Technologies,DC-NL002
PO-2023-003249,2023-10-18,459359.05,Dell Technologies,DC-BR004
PO-2023-003250,2023-03-05,240670.77,Super Micro Computer,DC-BR004
PO-2023-003251,2023-08-12,3101450.68,Dell Technologies,DC-US015
PO-2023-003252,2023-11-12,272629.04,Lenovo,DC-US008
PO-2023-003253,2023-08-23,1548047.06,HPE (Hewlett Packard Enterprise),DC-SG001
PO-2023-003254,2023-08-18,120525.54,Cisco Systems,DC-US003
PO-2023-003255,2023-07-01,569826.29,Dell Technologies,DC-BR001
PO-2023-003256,2023-11-14,323930.69,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003257,2023-09-12,98371.79,Lenovo,DC-IN002
PO-2023-003258,2023-11-12,579498.83,Cisco Systems,DC-AU004
PO-2023-003259,2023-11-25,123486.99,HPE (Hewlett Packard Enterprise),DC-US010
PO-2023-003260,2023-07-10,1103.54,Dell Technologies,DC-DE001
PO-2023-003261,2023-04-17,98161.64,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-003262,2023-12-09,610784.57,Dell Technologies,DC-DE001
PO-2023-003263,2023-07-09,177828.18,Super Micro Computer,DC-US001
PO-2023-003264,2023-11-26,1711294.67,HPE (Hewlett Packard Enterprise),DC-US004
PO-2023-003265,2023-02-15,348819.8,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003266,2023-11-06,1098389.23,Cisco Systems,DC-NL003
PO-2023-003267,2023-10-27,216729.39,Cisco Systems,DC-DE001
PO-2023-000082,2023-12-21,152118.69,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003269,2023-12-19,536791.46,Cisco Systems,DC-IN001
PO-2023-003270,2023-02-27,1824.92,Lenovo,DC-IE005
PO-2023-003271,2023-04-15,18390.82,Dell Technologies,DC-IE005
PO-2023-003272,2023-03-04,338695.9,Cisco Systems,DC-US002
PO-2023-003273,2023-10-10,5603.56,Eaton Corporation,DC-DE001
PO-2023-003274,2023-02-13,498642.46,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-003275,2023-12-07,506790.78,Super Micro Computer,DC-US014
PO-2023-003276,2023-03-23,8643.98,Schneider Electric,DC-DE001
PO-2023-003277,2023-10-15,267745.31,Cisco Systems,DC-UK001
PO-2023-003278,2023-02-09,6282.73,Dell Technologies,DC-CA001
PO-2023-003279,2023-10-28,475043.06,Cisco Systems,DC-JP002
PO-2023-003280,2023-02-08,158694.09,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003281,2023-10-11,91407.89,Arista Networks,DC-US002
PO-2023-003282,2023-04-20,187619.85,Super Micro Computer,DC-IE001
PO-2023-003079,2023-12-04,82803.7,Arista Networks,DC-AU003
PO-2023-003284,2023-03-22,129.92,Eaton Corporation,DC-US003
PO-2023-003285,2023-10-12,5277.49,Pure Storage,DC-IE001
PO-2023-003286,2023-06-10,91181.2,Dell Technologies,DC-US003
PO-2023-003287,2023-03-24,1886855.98,Dell Technologies,DC-NL001
PO-2023-003288,2023-04-03,531839.3,Cisco Systems,DC-DE001
PO-2023-003289,2023-01-02,167016.94,Cisco Systems,DC-AU004
PO-2023-003290,2023-10-18,1187434.12,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-003291,2023-12-21,100657.22,HPE (Hewlett Packard Enterprise),DC-NL003
PO-2023-003292,2023-10-16,118129.29,Dell Technologies,DC-UK001
PO-2023-003293,2023-04-09,95949.71,NetApp,DC-BR001
PO-2023-003294,2023-08-16,140528.04,Dell Technologies,DC-FR001
PO-2023-003295,2023-01-16,556199.72,Dell Technologies,DC-US001
PO-2023-003296,2023-12-07,65844.81,Juniper Networks,DC-UK001
PO-2023-003297,2023-05-07,445496.91,Dell Technologies,DC-IE001
PO-2023-003298,2023-06-20,850660.54,Super Micro Computer,DC-US003
PO-2023-003299,2023-01-25,75362.32,Lenovo,DC-DE001
PO-2023-003300,2023-10-04,1029705.47,Super Micro Computer,DC-BR001
PO-2023-003301,2023-10-07,2266550.22,Cisco Systems,DC-CA001
PO-2023-003302,2023-05-13,75529.4,Arista Networks,DC-CA001
PO-2023-003303,2023-03-03,138382.29,Supermicro,DC-NL001
PO-2023-003304,2023-12-09,353002.46,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003305,2023-06-28,459759.21,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-003306,2023-01-13,44886.71,Dell Technologies,DC-BR001
PO-2023-003307,2023-01-23,329272.5,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003308,2023-02-08,360137.98,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003309,2023-02-09,347898.56,Cisco Systems,DC-US003
PO-2023-003310,2023-06-01,75862.67,Dell Technologies,DC-AU001
PO-2023-002523,2023-07-22,176191.24,Dell Technologies,DC-US002
PO-2023-003312,2023-04-08,3940.75,Lenovo,DC-US007
PO-2023-003313,2023-11-07,972246.53,Dell Technologies,DC-US007
PO-2023-003314,2023-10-09,10892.03,Arista Networks,DC-JP001
PO-2023-003315,2023-11-07,1298614.93,Lenovo,DC-IE005
PO-2023-003316,2023-10-18,1233.32,Schneider Electric,DC-CA001
PO-2023-003317,2023-06-24,217179.39,Supermicro,DC-US008
PO-2023-003318,2023-11-19,96678.47,Dell Technologies,DC-IN001
PO-2023-003319,2023-10-12,1036698.97,Cisco Systems,DC-US001
PO-2023-003320,2023-11-02,77789.47,Juniper Networks,DC-US003
PO-2023-003321,2023-07-11,160192.28,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003322,2023-07-22,16401.31,Juniper Networks,DC-UK001
PO-2023-003323,2023-01-25,461830.63,Super Micro Computer,DC-BR001
PO-2023-003324,2023-02-06,69445.01,Lenovo,DC-IE004
PO-2023-003325,2023-10-23,102430.11,Cisco Systems,DC-IE004
PO-2023-003326,2023-07-03,928191.43,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003327,2023-05-18,39855.67,Dell Technologies,DC-US003
PO-2023-003328,2023-09-03,593213.5,Cisco Systems,DC-US015
PO-2023-003329,2023-12-09,343022.85,HPE (Hewlett Packard Enterprise),DC-DE002
PO-2023-003330,2023-06-05,292302.51,Cisco Systems,DC-IE001
PO-2023-003331,2023-12-18,8860.81,Dell Technologies,DC-US007
PO-2023-003332,2023-11-19,114224.04,Cisco Systems,DC-US002
PO-2023-003333,2023-12-11,176267.5,Cisco Systems,DC-US001
PO-2023-003334,2023-12-12,4066.01,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003335,2023-09-08,3766.96,Vertiv,DC-US015
PO-2023-003336,2023-04-10,1160.57,Super Micro Computer,DC-NL001
PO-2023-003337,2023-10-27,1986674.99,Dell Technologies,DC-CA001
PO-2023-003338,2023-12-19,4785.22,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-003339,2023-11-25,756679.12,Cisco Systems,DC-US008
PO-2023-003340,2023-02-03,453611.18,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003341,2023-04-09,4751.37,Lenovo,DC-US003
PO-2023-003342,2023-02-04,75844.44,Cisco Systems,DC-AU003
PO-2023-003343,2023-11-09,253.35,Arista Networks,DC-IE006
PO-2023-003344,2023-04-02,1699515.39,Dell Technologies,DC-IE003
PO-2023-003345,2023-12-25,174524.66,Cisco Systems,DC-NL001
PO-2023-003346,2023-09-08,641875.96,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-003347,2023-06-13,123643.17,Super Micro Computer,DC-US002
PO-2023-003348,2023-10-15,971532.56,Cisco Systems,DC-IE002
PO-2023-003349,2023-12-23,5703.98,IBM,DC-US001
PO-2023-003350,2023-12-12,113689.83,Cisco Systems,DC-US001
PO-2023-003351,2023-07-28,5150674.03,Dell Technologies,DC-NL001
PO-2023-003352,2023-10-03,7841.19,Cisco Systems,DC-UK001
PO-2023-001074,2023-12-06,443710.21,Cisco Systems,DC-UK002
PO-2023-003354,2023-01-27,112037.27,Dell Technologies,DC-DE001
PO-2023-003355,2023-03-26,70229.93,Cisco Systems,DC-NL001
PO-2023-003356,2023-01-27,426625.63,Dell Technologies,DC-US003
PO-2023-003357,2023-01-13,422429.09,Dell Technologies,DC-NL001
PO-2023-003358,2023-10-04,1146196.07,Lenovo,DC-BR002
PO-2023-003359,2023-04-03,167050.48,Dell Technologies,DC-IN003
PO-2023-003360,2023-11-26,402216.3,Super Micro Computer,DC-CA001
PO-2023-003361,2023-11-02,921084.63,HPE (Hewlett Packard Enterprise),DC-BR002
PO-2023-003362,2023-12-26,175467.93,Cisco Systems,DC-IE001
PO-2023-003363,2023-12-10,352588.84,Cisco Systems,DC-IN001
PO-2023-003364,2023-07-25,497563.27,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003365,2023-06-01,38171.15,Super Micro Computer,DC-DE001
PO-2023-003366,2023-11-10,272174.81,Dell Technologies,DC-JP001
PO-2023-003367,2023-07-26,119706.12,Cisco Systems,DC-US003
PO-2023-003368,2023-02-11,486035.8,Cisco Systems,DC-US002
PO-2023-003369,2023-12-05,11710.72,Super Micro Computer,DC-US009
PO-2023-003370,2023-10-26,999058.51,Dell Technologies,DC-UK001
PO-2023-003371,2023-10-27,6989471.24,Cisco Systems,DC-DE001
PO-2023-002548,2023-11-27,88724.1,Lenovo,DC-CA001
PO-2023-003373,2023-12-16,663245.06,Dell Technologies,DC-IE001
PO-2023-003374,2023-11-10,339436.77,Dell Technologies,DC-NL001
PO-2023-003375,2023-08-09,178208.48,Super Micro Computer,DC-AU004
PO-2023-003376,2023-03-04,26322.53,Schneider Electric,DC-BR001
PO-2023-003377,2023-12-05,1447356.78,HP Enterprise,DC-IE001
PO-2023-003378,2023-12-26,406051.44,Dell Technologies,DC-US003
PO-2023-003379,2023-10-16,498418.06,HPE (Hewlett Packard Enterprise),DC-US008
PO-2023-003380,2023-08-15,450403.13,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000588,2023-07-21,44202.12,Dell Technologies,DC-IE001
PO-2023-003382,2023-02-04,578757.47,Super Micro Computer,DC-NL003
PO-2023-003383,2023-08-24,9428.38,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003384,2023-03-14,236751.55,Dell Technologies,DC-US003
PO-2023-003385,2023-10-13,28825.42,Juniper Networks,DC-US003
PO-2023-003386,2023-03-26,311569.59,HPE (Hewlett Packard Enterprise),DC-US012
PO-2023-003387,2023-12-08,91810.99,Lenovo,DC-IN002
PO-2023-003388,2023-11-20,913452.8,Dell Technologies,DC-IE005
PO-2023-003389,2023-11-20,296416.18,Dell Technologies,DC-US003
PO-2023-003390,2023-12-13,238019.73,Dell Technologies,DC-JP001
PO-2023-003391,2023-12-18,355426.24,Super Micro Computer,DC-US002
PO-2023-003392,2023-04-12,298584.15,Lenovo,DC-BR001
PO-2023-003393,2023-03-28,683.78,Dell Technologies,DC-US001
PO-2023-003394,2023-05-25,303295.15,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-003395,2023-11-01,475684.14,HPE (Hewlett Packard Enterprise),DC-JP002
